content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,textSteam
"tidak banyak kata. Terimakasih buat yang membuat aplikasi nya, sangat membantu ketika sedang bepergian atau tidak membawa Al-Qur'an 👍✨.",5,1,"tidak banyak kata. terimakasih buat yang membuat aplikasi nya, sangat membantu ketika sedang bepergian atau tidak membawa al-qur'an 👍✨.","kata. terimakasih aplikasi nya, membantu bepergian membawa al-qur'an 👍✨.","kata. terimakasih aplikasi nya, membantu bepergian membawa al-qur'an ✨.","['kata', '.', 'terimakasih', 'aplikasi', 'nya', ',', 'membantu', 'bepergian', 'membawa', ""al-qur'an"", '✨', '.']",kata  terimakasih aplikasi nya  bantu pergi bawa al-qur an  
Assalamualaikum wr Wb Kenapa kok yang bisa ditandai terakhir baca cuma surat alfatihah saja yang lain tidak bisa mohon petunjuk atau mungkin aplikasi di perbaiki 🙏,5,1,assalamualaikum wr wb kenapa kok yang bisa ditandai terakhir baca cuma surat alfatihah saja yang lain tidak bisa mohon petunjuk atau mungkin aplikasi di perbaiki 🙏,assalamualaikum wr wb ditandai baca surat alfatihah mohon petunjuk aplikasi perbaiki 🙏,assalamualaikum wr wb ditandai baca surat alfatihah mohon petunjuk aplikasi perbaiki ,"['assalamualaikum', 'wr', 'wb', 'ditandai', 'baca', 'surat', 'alfatihah', 'mohon', 'petunjuk', 'aplikasi', 'perbaiki']",assalamualaikum wr wb tanda baca surat alfatihah mohon tunjuk aplikasi baik
Alkhamdulillah dgn adanya aplikasi ini jadi memudahkan kita untuk membaca Al_Quran kapanpun dan dmn pun tanpa ribet...lengkap dgn alarm adzan sholat 5 wkt ...👍🤩,5,1,alkhamdulillah dgn adanya aplikasi ini jadi memudahkan kita untuk membaca al_quran kapanpun dan dmn pun tanpa ribet...lengkap dgn alarm adzan sholat 5 wkt ...👍🤩,alkhamdulillah dgn aplikasi memudahkan membaca al_quran dmn ribet...lengkap dgn alarm adzan sholat 5 wkt ...👍🤩,alkhamdulillah dgn aplikasi memudahkan membaca al_quran dmn ribet...lengkap dgn alarm adzan sholat 5 wkt ...,"['alkhamdulillah', 'dgn', 'aplikasi', 'memudahkan', 'membaca', 'al_quran', 'dmn', 'ribet', '...', 'lengkap', 'dgn', 'alarm', 'adzan', 'sholat', '5', 'wkt', '...']",alkhamdulillah dgn aplikasi mudah baca al quran dmn ribet  lengkap dgn alarm adzan sholat 5 wkt 
"Wah, kok setelah di update, widget waktu sholat cuman buat yang premium? 😁 Yasudah lah, cari aplikasi lain saja",3,0,"wah, kok setelah di update, widget waktu sholat cuman buat yang premium? 😁 yasudah lah, cari aplikasi lain saja","wah, update, widget sholat cuman premium? 😁 yasudah lah, cari aplikasi","wah, update, widget sholat cuman premium?  yasudah lah, cari aplikasi","['wah', ',', 'update', ',', 'widget', 'sholat', 'cuman', 'premium', '?', 'yasudah', 'lah', ',', 'cari', 'aplikasi']",wah  update  widget sholat cuman premium  yasudah lah  cari aplikasi
sangat bermanfaat. alunan murottalnya indah dan mudah diikuti. sehingga membaca alquran menjadi kegiatan yg menyenangkan.,5,1,sangat bermanfaat. alunan murottalnya indah dan mudah diikuti. sehingga membaca alquran menjadi kegiatan yg menyenangkan.,bermanfaat. alunan murottalnya indah mudah diikuti. membaca alquran kegiatan yg menyenangkan.,bermanfaat. alunan murottalnya indah mudah diikuti. membaca alquran kegiatan yg menyenangkan.,"['bermanfaat', '.', 'alunan', 'murottalnya', 'indah', 'mudah', 'diikuti', '.', 'membaca', 'alquran', 'kegiatan', 'yg', 'menyenangkan', '.']",manfaat  alun murottalnya indah mudah ikut  baca alquran giat yg senang 
"Aplikasinya jelek juga ternyata, diperbarui versinya malah nggak ada jadwal sholat, katanya harus ke versi premium.... ""Widget jadwal sholat hanya untuk versi premium"". Jadi nyesel perbarui aplikasi Al Qur'an. Tau gitu mah mending nggak punya aplikasi Al Qur'an aja sekalian jadinya nggak ada kata nyesel",1,-1,"aplikasinya jelek juga ternyata, diperbarui versinya malah nggak ada jadwal sholat, katanya harus ke versi premium.... ""widget jadwal sholat hanya untuk versi premium"". jadi nyesel perbarui aplikasi al qur'an. tau gitu mah mending nggak punya aplikasi al qur'an aja sekalian jadinya nggak ada kata nyesel","aplikasinya jelek ternyata, diperbarui versinya nggak jadwal sholat, versi premium.... ""widget jadwal sholat versi premium"". nyesel perbarui aplikasi al qur'an. tau gitu mah mending nggak aplikasi al qur'an aja nggak nyesel","aplikasinya jelek ternyata, diperbarui versinya nggak jadwal sholat, versi premium.... ""widget jadwal sholat versi premium"". nyesel perbarui aplikasi al qur'an. tau gitu mah mending nggak aplikasi al qur'an aja nggak nyesel","['aplikasinya', 'jelek', 'ternyata', ',', 'diperbarui', 'versinya', 'nggak', 'jadwal', 'sholat', ',', 'versi', 'premium', '....', '``', 'widget', 'jadwal', 'sholat', 'versi', 'premium', ""''"", '.', 'nyesel', 'perbarui', 'aplikasi', 'al', ""qur'an"", '.', 'tau', 'gitu', 'mah', 'mending', 'nggak', 'aplikasi', 'al', ""qur'an"", 'aja', 'nggak', 'nyesel']",aplikasi jelek nyata  baru versi nggak jadwal sholat  versi premium   widget jadwal sholat versi premium   nyesel baru aplikasi al qur an  tau gitu mah mending nggak aplikasi al qur an aja nggak nyesel
interface aplikasinya paling nyaman di antara aplikasi Al-Qur'an lainnya menurut saya.,5,1,interface aplikasinya paling nyaman di antara aplikasi al-qur'an lainnya menurut saya.,interface aplikasinya nyaman aplikasi al-qur'an saya.,interface aplikasinya nyaman aplikasi al-qur'an saya.,"['interface', 'aplikasinya', 'nyaman', 'aplikasi', ""al-qur'an"", 'saya', '.']",interface aplikasi nyaman aplikasi al-qur an saya 
"cocok untuk yang mau murajaah,atau pun ingin membaca Qur'an,dan aplikasi ini mempunyai banyak ke gunaan, pokoknya aplikasi ini bagus",5,1,"cocok untuk yang mau murajaah,atau pun ingin membaca qur'an,dan aplikasi ini mempunyai banyak ke gunaan, pokoknya aplikasi ini bagus","cocok murajaah,atau membaca qur'an,dan aplikasi gunaan, pokoknya aplikasi bagus","cocok murajaah,atau membaca qur'an,dan aplikasi gunaan, pokoknya aplikasi bagus","['cocok', 'murajaah', ',', 'atau', 'membaca', ""qur'an"", ',', 'dan', 'aplikasi', 'gunaan', ',', 'pokoknya', 'aplikasi', 'bagus']",cocok murajaah  atau baca qur an  dan aplikasi guna  pokok aplikasi bagus
"sangat membantu untuk mengingatkan waktu sholat , aplikasi ini sangat berguna banget",5,1,"sangat membantu untuk mengingatkan waktu sholat , aplikasi ini sangat berguna banget","membantu sholat , aplikasi berguna banget","membantu sholat , aplikasi berguna banget","['membantu', 'sholat', ',', 'aplikasi', 'berguna', 'banget']",bantu sholat  aplikasi guna banget
dengan adanya bacaan Alquran di aplikasi hp sangat memudahkan saya untuk baca Alquran dimanapun saya berada.,5,1,dengan adanya bacaan alquran di aplikasi hp sangat memudahkan saya untuk baca alquran dimanapun saya berada.,bacaan alquran aplikasi hp memudahkan baca alquran dimanapun berada.,bacaan alquran aplikasi hp memudahkan baca alquran dimanapun berada.,"['bacaan', 'alquran', 'aplikasi', 'hp', 'memudahkan', 'baca', 'alquran', 'dimanapun', 'berada', '.']",baca alquran aplikasi hp mudah baca alquran mana ada 
"Aplikasinya sangat bagus,berfungsi dengan baik,🙏🙏🙏terimakasih.",5,1,"aplikasinya sangat bagus,berfungsi dengan baik,🙏🙏🙏terimakasih.","aplikasinya bagus,berfungsi baik,🙏🙏🙏terimakasih.","aplikasinya bagus,berfungsi baik,terimakasih.","['aplikasinya', 'bagus', ',', 'berfungsi', 'baik', ',', 'terimakasih', '.']",aplikasi bagus  fungsi baik  terimakasih 
"app nya lengkap banget, jangan kebanyakan iklan kalo bisa pada saat di buka menunya.",5,1,"app nya lengkap banget, jangan kebanyakan iklan kalo bisa pada saat di buka menunya.","app nya lengkap banget, kebanyakan iklan kalo buka menunya.","app nya lengkap banget, kebanyakan iklan kalo buka menunya.","['app', 'nya', 'lengkap', 'banget', ',', 'kebanyakan', 'iklan', 'kalo', 'buka', 'menunya', '.']",app nya lengkap banget  banyak iklan kalo buka menu 
"Aplikasi ini sangat membantu saya dalam belajar Al Qur'an dengan terjemahannya, membantu dalam mencari terjemahan ayat Al Qur'an dengan cepat tanpa harus membolak-balik halaman Al Qur'an. Saran saya untuk tafsir Al Qur'annya mungkin bisa ditambahkan lagi tafsir Ibnu Katsir 🙏. Barakallah..",5,1,"aplikasi ini sangat membantu saya dalam belajar al qur'an dengan terjemahannya, membantu dalam mencari terjemahan ayat al qur'an dengan cepat tanpa harus membolak-balik halaman al qur'an. saran saya untuk tafsir al qur'annya mungkin bisa ditambahkan lagi tafsir ibnu katsir 🙏. barakallah..","aplikasi membantu belajar al qur'an terjemahannya, membantu mencari terjemahan ayat al qur'an cepat membolak-balik halaman al qur'an. saran tafsir al qur'annya tafsir ibnu katsir 🙏. barakallah..","aplikasi membantu belajar al qur'an terjemahannya, membantu mencari terjemahan ayat al qur'an cepat membolak-balik halaman al qur'an. saran tafsir al qur'annya tafsir ibnu katsir . barakallah..","['aplikasi', 'membantu', 'belajar', 'al', ""qur'an"", 'terjemahannya', ',', 'membantu', 'mencari', 'terjemahan', 'ayat', 'al', ""qur'an"", 'cepat', 'membolak-balik', 'halaman', 'al', ""qur'an"", '.', 'saran', 'tafsir', 'al', ""qur'annya"", 'tafsir', 'ibnu', 'katsir', '.', 'barakallah', '..']",aplikasi bantu ajar al qur an terjemah  bantu cari terjemah ayat al qur an cepat membolak-balik halaman al qur an  saran tafsir al qur annya tafsir ibnu katsir  barakallah 
Aplikasi yang sangat bermanfaat bagi hidup saya sebagai umat muslim. Semoga pahala mengalir untuk semua yang berkaitan dengan oembuatan aplikasi ini. Terima kasih telah menciptakan aplikasi yang memiliki manfaat besar dalam perjalanan hidup ini.,5,1,aplikasi yang sangat bermanfaat bagi hidup saya sebagai umat muslim. semoga pahala mengalir untuk semua yang berkaitan dengan oembuatan aplikasi ini. terima kasih telah menciptakan aplikasi yang memiliki manfaat besar dalam perjalanan hidup ini.,aplikasi bermanfaat hidup umat muslim. semoga pahala mengalir berkaitan oembuatan aplikasi ini. terima kasih menciptakan aplikasi memiliki manfaat perjalanan hidup ini.,aplikasi bermanfaat hidup umat muslim. semoga pahala mengalir berkaitan oembuatan aplikasi ini. terima kasih menciptakan aplikasi memiliki manfaat perjalanan hidup ini.,"['aplikasi', 'bermanfaat', 'hidup', 'umat', 'muslim', '.', 'semoga', 'pahala', 'mengalir', 'berkaitan', 'oembuatan', 'aplikasi', 'ini', '.', 'terima', 'kasih', 'menciptakan', 'aplikasi', 'memiliki', 'manfaat', 'perjalanan', 'hidup', 'ini', '.']",aplikasi manfaat hidup umat muslim  moga pahala alir kait oembuatan aplikasi ini  terima kasih cipta aplikasi milik manfaat jalan hidup ini 
bagus bgt... dengan ada nya aplikasi ini mempermudah kita untuk mendengar kan ayat2 al-quran secara online....,4,1,bagus bgt... dengan ada nya aplikasi ini mempermudah kita untuk mendengar kan ayat2 al-quran secara online....,bagus bgt... nya aplikasi mempermudah mendengar ayat2 al-quran online....,bagus bgt... nya aplikasi mempermudah mendengar ayat2 al-quran online....,"['bagus', 'bgt', '...', 'nya', 'aplikasi', 'mempermudah', 'mendengar', 'ayat2', 'al-quran', 'online', '....']",bagus bgt  nya aplikasi mudah dengar ayat2 al-quran online 
Semoga apk Al Qur'an Indonesia makin bagus dan makin diminati oleh pembaca Al Qur'an di Indonesia.,5,1,semoga apk al qur'an indonesia makin bagus dan makin diminati oleh pembaca al qur'an di indonesia.,semoga apk al qur'an indonesia bagus diminati pembaca al qur'an indonesia.,semoga apk al qur'an indonesia bagus diminati pembaca al qur'an indonesia.,"['semoga', 'apk', 'al', ""qur'an"", 'indonesia', 'bagus', 'diminati', 'pembaca', 'al', ""qur'an"", 'indonesia', '.']",moga apk al qur an indonesia bagus mati baca al qur an indonesia 
Aplikasi yang sangat membantu bisa di gunakan di mana pun dan bisa untuk mengingat kan kita sholat saya sangat tertarik dengan aplikasi ini aplikasi Al-Qur'an yang bagus sekali,5,1,aplikasi yang sangat membantu bisa di gunakan di mana pun dan bisa untuk mengingat kan kita sholat saya sangat tertarik dengan aplikasi ini aplikasi al-qur'an yang bagus sekali,aplikasi membantu sholat tertarik aplikasi aplikasi al-qur'an bagus,aplikasi membantu sholat tertarik aplikasi aplikasi al-qur'an bagus,"['aplikasi', 'membantu', 'sholat', 'tertarik', 'aplikasi', 'aplikasi', ""al-qur'an"", 'bagus']",aplikasi bantu sholat tarik aplikasi aplikasi al-qur an bagus
"Untuk update ke depan, tambahkan tanda ibtida'nya Tanda berhenti dan mulai jika ayatnya panjang, itu sangat mempermudah.",5,1,"untuk update ke depan, tambahkan tanda ibtida'nya tanda berhenti dan mulai jika ayatnya panjang, itu sangat mempermudah.","update depan, tambahkan tanda ibtida'nya tanda berhenti ayatnya panjang, mempermudah.","update depan, tambahkan tanda ibtida'nya tanda berhenti ayatnya panjang, mempermudah.","['update', 'depan', ',', 'tambahkan', 'tanda', ""ibtida'nya"", 'tanda', 'berhenti', 'ayatnya', 'panjang', ',', 'mempermudah', '.']",update depan  tambah tanda ibtida nya tanda henti ayat panjang  mudah 
"Alhamdulillah aplikasi Alquran ini sangat bermanfaat, kita bisa belajar banyak dari aplikasi Alquran ini, terima kasih untuk semua yg berhubungan dengan aplikasi ini",5,1,"alhamdulillah aplikasi alquran ini sangat bermanfaat, kita bisa belajar banyak dari aplikasi alquran ini, terima kasih untuk semua yg berhubungan dengan aplikasi ini","alhamdulillah aplikasi alquran bermanfaat, belajar aplikasi alquran ini, terima kasih yg berhubungan aplikasi","alhamdulillah aplikasi alquran bermanfaat, belajar aplikasi alquran ini, terima kasih yg berhubungan aplikasi","['alhamdulillah', 'aplikasi', 'alquran', 'bermanfaat', ',', 'belajar', 'aplikasi', 'alquran', 'ini', ',', 'terima', 'kasih', 'yg', 'berhubungan', 'aplikasi']",alhamdulillah aplikasi alquran manfaat  ajar aplikasi alquran ini  terima kasih yg hubung aplikasi
Sangat membantu. Termasuk jam waktu sholat nya. Semoga menjadi amal yg baik bagi pembuat aplkasi ini. Amin,5,1,sangat membantu. termasuk jam waktu sholat nya. semoga menjadi amal yg baik bagi pembuat aplkasi ini. amin,membantu. jam sholat nya. semoga amal yg pembuat aplkasi ini. amin,membantu. jam sholat nya. semoga amal yg pembuat aplkasi ini. amin,"['membantu', '.', 'jam', 'sholat', 'nya', '.', 'semoga', 'amal', 'yg', 'pembuat', 'aplkasi', 'ini', '.', 'amin']",bantu  jam sholat nya  moga amal yg buat aplkasi ini  amin
emng apk ini ga berguna di play store tapi kita harus ttp install nya kalo mau ngaji gk ada quran bisa pke ini,5,1,emng apk ini ga berguna di play store tapi kita harus ttp install nya kalo mau ngaji gk ada quran bisa pke ini,emng apk ga berguna play store ttp install nya kalo ngaji gk quran pke,emng apk ga berguna play store ttp install nya kalo ngaji gk quran pke,"['emng', 'apk', 'ga', 'berguna', 'play', 'store', 'ttp', 'install', 'nya', 'kalo', 'ngaji', 'gk', 'quran', 'pke']",emng apk ga guna play store ttp install nya kalo ngaji gk quran pke
saya sangat senang memiliki aplikasi ini karena kalau lagi pergi pergi jadi bisa menghafal dari sini sekian terima kasih untuk aplikasi nya,5,1,saya sangat senang memiliki aplikasi ini karena kalau lagi pergi pergi jadi bisa menghafal dari sini sekian terima kasih untuk aplikasi nya,senang memiliki aplikasi pergi pergi menghafal sekian terima kasih aplikasi nya,senang memiliki aplikasi pergi pergi menghafal sekian terima kasih aplikasi nya,"['senang', 'memiliki', 'aplikasi', 'pergi', 'pergi', 'menghafal', 'sekian', 'terima', 'kasih', 'aplikasi', 'nya']",senang milik aplikasi pergi pergi hafal sekian terima kasih aplikasi nya
"Aplikasi nya bagus, tapi agak kaget liat iklan siang ini, aplikasi alquran tapi iklannya riba dan bunga bank😔",3,0,"aplikasi nya bagus, tapi agak kaget liat iklan siang ini, aplikasi alquran tapi iklannya riba dan bunga bank😔","aplikasi nya bagus, kaget liat iklan siang ini, aplikasi alquran iklannya riba bunga bank😔","aplikasi nya bagus, kaget liat iklan siang ini, aplikasi alquran iklannya riba bunga bank","['aplikasi', 'nya', 'bagus', ',', 'kaget', 'liat', 'iklan', 'siang', 'ini', ',', 'aplikasi', 'alquran', 'iklannya', 'riba', 'bunga', 'bank']",aplikasi nya bagus  kaget liat iklan siang ini  aplikasi alquran iklan riba bunga bank
Ya ALLAH lancarkan dan mudahkan kami sekeluarga dalam membaca dan memahami serta mengamalkan alquran.,5,1,ya allah lancarkan dan mudahkan kami sekeluarga dalam membaca dan memahami serta mengamalkan alquran.,ya allah lancarkan mudahkan sekeluarga membaca memahami mengamalkan alquran.,ya allah lancarkan mudahkan sekeluarga membaca memahami mengamalkan alquran.,"['ya', 'allah', 'lancarkan', 'mudahkan', 'sekeluarga', 'membaca', 'memahami', 'mengamalkan', 'alquran', '.']",ya allah lancar mudah keluarga baca paham amal alquran 
Di update malah semakin banyak FITUR yang GAK BISA digunakan,2,-1,di update malah semakin banyak fitur yang gak bisa digunakan,update fitur gak,update fitur gak,"['update', 'fitur', 'gak']",update fitur gak
apknya bagus warnanya saya sukaaaa sekali cocok bagi yang sedang bepergian namun belum cocok untuk Qur'an tikrar,5,1,apknya bagus warnanya saya sukaaaa sekali cocok bagi yang sedang bepergian namun belum cocok untuk qur'an tikrar,apknya bagus warnanya sukaaaa cocok bepergian cocok qur'an tikrar,apknya bagus warnanya sukaaaa cocok bepergian cocok qur'an tikrar,"['apknya', 'bagus', 'warnanya', 'sukaaaa', 'cocok', 'bepergian', 'cocok', ""qur'an"", 'tikrar']",apknya bagus warna sukaaaa cocok pergi cocok qur an tikrar
sangat bermanfaat bgi kita semua semoga lancar trus alquran Indonesia semoga di tambahkan surah²nya dan makin baguss lagi saya kasih bintang 5 yaaa🤩👍,5,1,sangat bermanfaat bgi kita semua semoga lancar trus alquran indonesia semoga di tambahkan surah²nya dan makin baguss lagi saya kasih bintang 5 yaaa🤩👍,bermanfaat bgi semoga lancar trus alquran indonesia semoga tambahkan surah²nya baguss kasih bintang 5 yaaa🤩👍,bermanfaat bgi semoga lancar trus alquran indonesia semoga tambahkan surah²nya baguss kasih bintang 5 yaaa,"['bermanfaat', 'bgi', 'semoga', 'lancar', 'trus', 'alquran', 'indonesia', 'semoga', 'tambahkan', 'surah²nya', 'baguss', 'kasih', 'bintang', '5', 'yaaa']",manfaat bgi moga lancar trus alquran indonesia moga tambah surah nya baguss kasih bintang 5 yaaa
"sangat membantu saya saat diperjalanan, tp iklannya muncul terus",5,1,"sangat membantu saya saat diperjalanan, tp iklannya muncul terus","membantu diperjalanan, tp iklannya muncul","membantu diperjalanan, tp iklannya muncul","['membantu', 'diperjalanan', ',', 'tp', 'iklannya', 'muncul']",bantu jalan  tp iklan muncul
"Saya sangat suka dengan aplikasi yg satu ini,berguna banget buat yg lupa bawa al quran tapi bawa hp.jadi bisa membaca al quran di hp ini👍",5,1,"saya sangat suka dengan aplikasi yg satu ini,berguna banget buat yg lupa bawa al quran tapi bawa hp.jadi bisa membaca al quran di hp ini👍","suka aplikasi yg ini,berguna banget yg lupa bawa al quran bawa hp.jadi membaca al quran hp ini👍","suka aplikasi yg ini,berguna banget yg lupa bawa al quran bawa hp.jadi membaca al quran hp ini","['suka', 'aplikasi', 'yg', 'ini', ',', 'berguna', 'banget', 'yg', 'lupa', 'bawa', 'al', 'quran', 'bawa', 'hp.jadi', 'membaca', 'al', 'quran', 'hp', 'ini']",suka aplikasi yg ini  guna banget yg lupa bawa al quran bawa hp jadi baca al quran hp ini
sangat bagus untuk kita menghafal dan membaca al qur'an,5,1,sangat bagus untuk kita menghafal dan membaca al qur'an,bagus menghafal membaca al qur'an,bagus menghafal membaca al qur'an,"['bagus', 'menghafal', 'membaca', 'al', ""qur'an""]",bagus hafal baca al qur an
